Cpu,Ram,Weight,Price,Acer,Apple,Asus,Chuwi,Dell,Fujitsu,Google,HP,Huawei,LG,Lenovo,MSI,Mediacom,Microsoft,Razer,Samsung,Toshiba,Vero,Xiaomi,No
97,8,2.2,2624.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.04,1489.176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
94,16,3.6,7989.336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,4,1.49,1798.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60,8,1.37,5434.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,8,2.08,2181.816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,4.3,4792.536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,4,1.68,1249.416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,8,1.37,4925.736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
53,4,3,1870.128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,1.41,2528.136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,8,1.91,1187.878,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
97,16,2.9,2821.176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,16,4.14,6657.336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
93,8,2,4526.136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,8,2.8,3042.288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,2.2,1182.816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
75,4,2.1,1923.408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,4,2.18,1750.248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.24,1505.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,2.67,2128.536,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,8,1.1,3993.336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,4,2.2,1244.088,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,8,2.5,2711.952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
97,8,2.05,2344.32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
59,8,1.37,5218.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,16,3.2,4126.536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,8,2.14,1958.226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,16,1.36,6657.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
80,8,2.2,2163.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
88,12,2.3,1899.618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,8,2.8,2927.736,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,8,2.2,1984.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,2.8,1302.696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,8,2.8,2261.736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,6,2.8,2288.376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47,4,2.25,1140.192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,8,2.5,2208.456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,6,2.2,1542.456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,8,3,2533.464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,12,2.15,1755.576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.95,2922.408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,1.7,2602.728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,2.5,3140.856,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,8,2.2,1755.603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,2,2.19,530.136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,3,3162.168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,8,2.54,1302.696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2,4872.456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,2.05,1968.696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,3.2,3460.536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,2.5,2608.056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,16,3.42,7685.267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6,2.4,1329.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,16,1.63,3910.752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,4,1.3,1355.976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,2.9,5653.008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,6,2.8,1728.936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,2.2,1462.536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,2.5,3369.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,4,2.2,959.0134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
90,16,1.28,5261.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,8,2.2,2778.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
67,8,2.3,2181.816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,4,1.86,1249.416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.1,2661.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,16,1.21,6657.336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,2.8,5591.736,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11,8,2.23,1249.416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,1.1,732.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,2.33,2248.416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,16,1.29,6524.136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30,4,1.45,1225.174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,1.95,2610.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
101,4,1.4,1292.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.48,3441.888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,4,2.79,1569.096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,8,2,2914.416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,8,2.1,2402.928,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,8,2.2,1755.576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,4,1.44,777.888,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,6,2.23,1462.536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.7,2796.934,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.26,3556.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,32,2.06,7030.296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.7,3194.136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
67,8,2.0,2512.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
88,8,2,3553.776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,1.85,1196.136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,2.5,2661.336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,8,1.48,3377.952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
75,8,1.9,2794.536,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.84,3047.616,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34,4,2,732.5734,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,2,3044.286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,4,2.2,732.3336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,12,2.2,2394.936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52,8,2.1,1907.424,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
97,16,1.4,5591.736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,8,1.2,4206.456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,2.4,3007.656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,2,1.44,743.256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
98,16,1.88,4283.605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,4,1.5,999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,1.9,1766.232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,2.06,5401.047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.84,3473.856,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.7,3753.576,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
93,8,2.6,4630.751,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,16,2.4,3737.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
97,8,2.02,2586.478,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,4,2.2,857.7814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69,8,2.65,2661.336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.36,1484.834,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,8,1.36,3801.528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,1.86,1169.496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2,2517.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,6,2.8,1915.416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,1.86,1702.296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,8,2.2,1329.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
101,8,2.04,1036.296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
75,8,2.8,2890.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,8,2.4,2155.176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,8,2.33,2394.936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.36,4662.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
88,12,2.26,2927.736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,4,2.1,1134.864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,16,3.25,5858.136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,4,2.6,1302.696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,8,1.62,2315.043,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,4,1.91,1302.669,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37,4,1.59,1473.192,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
32,4,1.8,823.176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,4,1.5,761.904,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.4,2253.744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,3.35,3172.824,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,4,1.85,1074.924,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,2.3,4408.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.5,2927.736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,16,1.1,4659.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.13,6079.248,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52,4,1.5,1462.536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
65,8,2.23,3647.016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,8,2,5687.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,16,1.42,6683.976,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,3,2767.896,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,3,4238.424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,12,2.2,1848.789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.7,3593.736,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
88,8,2.33,2074.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,4,1.91,1329.336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
97,8,2.1,3275.548,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,1.9,2498.832,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,1.78,7224.768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,16,1.13,6993.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,4,2.2,815.184,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,16,2.9,4073.256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,2.1,3048.948,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,2.5,2341.656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,2.8,5991.336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
88,8,1.10,4989.672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,16,1.2,4654.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
90,8,1.36,4475.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,2.2,1089.576,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,2,1.15,811.0548,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,2.67,5128.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,1.7,5176.152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,4,2.1,1249.416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,8,1.6,2101.923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.27,2472.192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,4,2.3,1595.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,1.65,1835.496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,8,1.43,3996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.14,1438.427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,8,1.75,3237.772,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,16,2,5058.936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,6,1.4,1196.136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,8,2.31,3801.528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,8,2.3,1590.408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,16,4.42,7456.536,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.62,3087.576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,8,2.02,3043.354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,8,1.6,2927.736,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,12,3.35,5325.336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34,4,1.16,796.536,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,4,1.15,716.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
88,8,1.4,2690.64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
53,4,1.7,1595.736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
90,16,2.3,6513.48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
95,16,2.5,6524.136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23,8,3.2,4515.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,4,2.1,924.408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
96,16,1.1,5858.136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88,24,1.32,6345.648,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,4,2,1489.176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,8,2.8,1382.616,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
75,4,2.2,1995.336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.36,3806.856,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
102,4,2.2,929.736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,2.2,2927.736,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
71,8,1.64,3140.856,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,4,2.4,1176.955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,8,2.23,5309.352,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,8,2.2,2737.899,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
91,16,1.25,6897.096,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67,8,1.91,1569.096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
85,16,2.17,5261.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,8,2.31,4086.576,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.65,3583.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,8,2.36,2608.056,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,4,1.47,1276.056,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,8,4.42,5450.544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,4,1.25,2634.696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
91,8,1.25,4792.536,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
49,8,2.5,1704.694,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,4,2.23,1449.216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,4,1.4,1158.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.37,1995.336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.5,2128.536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
95,8,2.67,5567.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
102,4,2,809.856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,2.2,1249.416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,2.02,2021.976,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,12,3.78,4526.136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
82,12,1.4,4949.712,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,8,1.29,5325.336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.9,3074.256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74,8,1.1,3396.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,1.42,4906.688,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,12,2.06,3460.536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,8,1.79,1971.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,1.78,6414.912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.7,3633.696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
75,8,2.2,1798.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.05,4454.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
97,8,2.16,3361.968,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,4,2.18,1562.702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,4,1.49,1934.064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27,4,1.89,663.0696,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,4,2.3,1505.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
75,8,1.75,2794.536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
85,16,2.17,6228.432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,2.06,5058.936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,16,1.36,4789.872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,16,0.91,5194.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.3,2695.941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,32,1.05,7456.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
93,8,1.99,3596.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8,2.2,1542.456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,24,4.33,3380.616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,8,1.3,2927.736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,8,2.17,2394.67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
90,8,1.48,4659.336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,8,1.4,2528.136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,2.3,2426.904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,4,1.2,905.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.91,1648.989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
75,8,1.4,4259.736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,4,2.1,796.536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,4,1.25,705.96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,1.44,2528.136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,8,2,3260.736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,4,2.2,1633.032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
