Cpu,Ram,Weight,Price,Acer,Apple,Asus,Chuwi,Dell,Fujitsu,Google,HP,Huawei,LG,Lenovo,MSI,Mediacom,Microsoft,Razer,Samsung,Toshiba,Vero,Xiaomi,No
88,8,1.34,3524.472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.4,3060.936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,1.29,2394.936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,4,2.2,1702.296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.18,2227.104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,16,2.2,3248.055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,16,1.95,3729.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34,2,1.1,652.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,4,2.04,1389.196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,24,2.24,7906.752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.04,2368.296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,16,3,4006.656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,3.2,3726.936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,8,1.32,3726.936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
70,8,1.64,3409.201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,1.63,1835.496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
75,8,2.8,2368.296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,8,2.02,3569.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,4,2.2,2128.536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,8,2.2,1222.776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,4,2.3,1558.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,8,1.9,3668.328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,4.42,8026.019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.0,2291.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
88,8,2,3460.536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,4,1.2,983.016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
69,8,2.3,4392.936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,8,1.93,3647.016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,2.2,2124.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,4,1.86,1062.909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,12,2.62,4792.536,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.87,2288.376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,8,1.2,3726.936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,1.6,1960.358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.34,3050.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
69,8,2.4,2125.872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,4,2,929.736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,4,2.1,1879.452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,4,1.87,2091.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
61,4,2.15,1231.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,4,1.86,1057.608,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.99,4606.056,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,4,2.2,1329.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,1.9,2975.661,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,4.42,7190.136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,8,2.65,1449.616,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
88,8,2.63,3409.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34,4,2,596.736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,4,1.35,679.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
88,6,2.8,2528.136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,6,1.91,1515.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,4,2.18,1646.086,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,4,1.25,929.736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,4,2.05,1678.32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40,16,1.16,5234.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,8,3.4,7989.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69,8,2.5,2235.096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,1.21,4259.736,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,4,1.93,2554.776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.2,1968.696,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,4,2.2,916.416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,4,2.02,2637.36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71,8,3.14,4957.677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
101,8,1.94,1036.296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14,6,1.95,1728.936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.3,2211.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
75,4,2.05,1824.84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27,4,1.4,663.336,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
88,16,1.24,4968.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
84,32,4.6,7094.232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
94,16,4.14,7270.056,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
88,8,2.2,1995.363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,4,1.45,1036.296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
70,8,1.9,2686.697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,4,1.49,1915.416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
90,16,1.93,4095.607,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,4,1.26,785.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,16,4.5,6257.736,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
93,16,3.78,3990.672,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
82,12,1.4,4456.872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,12,2.2,1622.376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69,8,2.73,4715.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.2,1968.696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,12,2.2,2528.136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41,4,1.39,1606.392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,2.5,4526.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
49,4,2.8,1409.256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
51,8,2.29,1222.776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,8,1.37,5394.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69,8,1.7,3926.736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,1.34,4448.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.06,4696.632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.84,3247.416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,4,2.1,1780.831,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37,4,1.6,876.456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,16,4.14,5858.136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
49,4,2.18,1238.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,1.8,6124.536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
80,8,2.2,3726.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
67,6,2.4,1502.496,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,2,3460.536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
101,4,1.6,929.736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,32,2.5,13050.94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
83,16,2.59,2341.683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,4,2.18,1182.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,4,2.25,956.376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,4,1.93,2315.016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,3,3111.552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,4,2.18,1515.816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.84,3700.296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,16,2.94,6041.579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36,4,1.25,1009.656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,8,2.31,2994.336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
61,8,1.65,3902.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
75,4,2.2,2067.264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.2,2128.536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,4,1.88,2482.848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
88,8,2.2,2394.936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27,2,1.4,636.696,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
67,4,2.2,1246.752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,6,1.5,1702.323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2,4848.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,16,1.1,5061.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,2.62,3940.056,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,4,1.8,2208.456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,4,2.2,1542.456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,8,2,1062.936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,8,1.99,2415.236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,1.23,4979.016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,1.42,663.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,8,1.37,4681.767,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,16,2.06,6390.936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.5,2954.376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13,8,2.6,1387.678,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
88,16,1.14,6526.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,2.5,3114.216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,2.4,1198.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,4,1.43,729.936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,1.8,2448.216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,1.95,6923.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
61,8,1.2,3231.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
88,8,1.36,4219.776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
84,32,3.8,7456.536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,8,2.4,1888.776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,1.2,3862.534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.2,3174.955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
49,4,1.86,972.0936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.0,2834.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
97,8,2.2,2448.216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,16,2.2,3023.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,8,3.31,3186.144,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,32,4.42,8384.594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,8,1.56,3274.056,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,4,2.2,1116.216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
61,4,2.2,1425.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,6,2.04,1435.896,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.7,3960.755,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
50,4,2.1,1326.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
67,8,2.06,2544.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,2.1,1984.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.0,3351.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
49,4,2.1,1097.568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,8,1.25,4975.952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67,8,1.90,2179.019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,1.3,2754.576,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19,4,2.2,929.736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52,4,1.63,1862.136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,16,2.4,3447.216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
67,8,1.1,3023.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,8,1.4,1318.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
97,8,1.09,6124.536,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
69,16,2.5,3460.536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,8,2.2,2658.406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,4,1.86,1116.216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,16,3.21,5463.864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,2.5,1862.136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
97,8,1.19,3993.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
94,16,3.49,7495.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,4,1.86,1631.993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,4,2.2,1453.665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6,2.65,1515.816,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30,4,2.1,847.152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,4,1.45,999.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,4,1.7,1862.136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,8,3.14,5082.885,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.42,6899.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,1.5,2592.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,4,1.4,716.616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,16,1.38,4659.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,4,1.2,1782.216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,16,1.36,5000.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
88,4,2.1,1835.496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
69,8,2.56,2181.816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,4,2.2,1062.936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,8,2.2,1142.856,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,4,2.1,1655.543,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,4,1.90,1198.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,2.18,2117.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,8,1.6,2661.336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,16,2.18,4941.72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
63,8,1.8,3172.824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,6,2.71,1744.947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.5,3327.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71,8,1.64,2901.096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.98,1934.064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,4,1.5,793.872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,16,1.93,3800.622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.87,2283.234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
70,8,1.9,3140.856,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,4,2.19,793.872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25,4,1.4,705.96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
88,8,2.63,3196.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,8,1.17,4493.209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,8,1.58,2228.702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.32,3993.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,32,4.36,9748.642,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.7,3592.351,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
67,4,1.9,1305.094,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
75,8,2.2,1915.416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,4,1.71,1728.936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,2.32,1570.481,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,4,2.1,1302.696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
83,16,4.2,5154.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,12,2.25,1728.936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,6,2.1,1731.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,4,2.4,1489.176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.44,2557.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,4,1.85,2075.256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,16,2.6,6444.216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
75,8,1.55,1755.576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,16,1.8,5579.695,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
49,4,2.4,1094.371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,2.0,3215.448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,8,2,1771.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.25,4089.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
67,8,1.7,2661.336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
90,16,2.5,8788.536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,2,1.68,879.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,16,0.81,4392.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
49,8,1.86,1435.896,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.6,3001.555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,16,3,11692.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33,4,1.4,1265.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
64,8,1.84,5061.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
63,4,2.45,1542.456,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,4,1.7,2919.744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,4,2.37,2264.134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,8,1.3,3194.136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69,8,2.2,2927.736,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
83,8,2.59,4158.504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,16,4.42,7642.989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,4,2.1,1595.736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8,2.5,2791.872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
90,16,1.18,4952.376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,8,1.1,4153.176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
67,8,1.2,3007.656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,1.65,2261.736,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,4,1.6,1744.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,4,2.8,1252.986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,16,2.72,2927.736,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8,1.31,4259.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
102,4,2.1,793.872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
